P00027739T0000|0 28|Serum gamma glutamyltransferase
P11071924A0588|143 147|c-Cbl
P11071924A0588|81 83|SH2
P11071924A0588|18 20|SH2
P11073870A0375|47 49|PHC
P11073870A0375|92 94|PHC
P11073954A0337|50 66|CP2 family proteins
P11074003A0741|22 24|Shh
P11074210A0623|87 93|insulin
P11074210A0623|47 53|insulin
P11074210A0623|82 83|BP
P11075929A1657|124 127|ThlB
P11080796A0883|73 80|IKKgamma
P11080796A1277|7 14|IKKgamma
P11080796A1277|145 147|Tax
P11080796A1277|3 5|Tax
P11080796A1277|41 43|Tax
P11080796A1277|171 173|IKK
P11082185A0415|80 84|IRF-1
P11083868A0386|13 36|glutathione S-transferase
P11083868A0386|103 133|C-terminal transactivation domain
P11083868A0386|82 86|Elk-1
P11084022A1178|13 16|ALK7
P11084334A0590|176 193|heat-shock proteins
P11084649A0497|70 73|E6.5
P11090172A0612|33 36|RNA3
P11090272A1240|40 48|human ORL1
P11093745A0563|43 45|NF1
P11094066A0505|126 129|PI3K
P11094066A1194|96 102|FKHR-L1
P11094066A1194|84 87|PI3K
P11094072A0842|0 5|DNase I
P11094072A0842|40 48|c-Myb site
P11094072A1234|14 18|c-Myb
P11094072A1234|76 80|c-Myb
P11094073A0000|73 104|Ros receptor protein tyrosine kinase
P11094087T0000|88 90|MEK
P11094091A0000|35 38|CREB
P11094590A0617|116 118|VAP
P11095248A0423|157 160|gp27
P11101847A0159|21 24|E2F1
P11101847A0159|79 97|tumour suppressor p53
P11102458A0000|196 201|PKA RII
P11103792A0755|16 20|c-Myc
P11103792A0755|120 131|growth factor
P11105129T0000|58 88|Extended-Spectrum beta-lactamase
P11105717A0123|148 157|hemoglobin
P11106428A0635|166 168|GST
P11108151A0560|59 61|PKC
P11108151A0560|103 103|R
P11108151A0560|181 195|fibronectin mRNA
P11108151A0560|13 27|fibronectin mRNA
P11108151A0560|181 191|fibronectin
P11108151A0560|44 46|PKC
P11108523A0326|129 131|I22
P11108720A0124|0 3|S6K2
P11108720A0124|213 216|S6K2
P11108720A1130|120 123|S6K2
P11108720A1130|26 49|mitogen-activated protein
P11108720A1130|154 157|S6K1
P11108720A1130|93 95|MEK
P11111051A0051|34 57|histone acetyltransferase
P11112700A1936|114 120|plectin
P11112700T0000|117 145|microtubule associated proteins
P11113179A0541|129 131|CBP
P11113179A0541|42 44|CBP
P11113179A0541|50 65|estrogen receptor
P11113179A0541|135 138|p300
P11113199A0800|109 112|ERK2
P11113199A0800|53 55|MEK
P11113199A0800|5 7|MEK
P11114294A0075|56 79|tumor necrosis factor alpha
P11114521A0282|12 15|RhoA
P11114718A0349|105 111|cyclin E
P11114718A0349|93 100|cyclin D1
P11114718A0349|78 80|p21
P11114718A0349|47 51|v-Src
P11114924A0808|7 10|ccdA
P11116148A0741|41 43|PKB
P11116148A0741|31 37|insulin
P11118062A1691|61 69|K-ras gene
P11118438A0411|37 40|Pin1
P11118438A0411|205 208|Pin1
P11118440T0000|86 89|ING1
P11119611A0428|58 62|LANA2
P11121043A0074|10 13|BMPs
P11121118A0075|60 75|N-terminal region
P11121434A0915|36 38|ras
P11121490A0000|22 25|CHOP
P11122381A0908|141 145|STAT5
P11122381A0908|93 98|GM-CSF
P11123912A0306|56 58|SH2
P11123912A0306|111 136|polyomavirus middle T antigen
P11124024A1098|36 51|protein complexes
P11126275A1068|17 46|anticardiolipin immunoglobulin G
P11127200A1024|32 35|AP-1
P11127200A1024|137 141|BMP-2
P11127200A1024|196 204|TGF-beta1
P11127200A1024|92 95|AP-1
P11127200A1024|124 132|TGF-beta1
P11128925A0000|66 69|IL-6
P11132148A0162|98 110|HLA class I loci
P11133741A0617|49 57|NF-kappaB
P11133741A0617|73 94|NF-kappaB-binding sites
P11133830A0174|160 178|proto-oncogene c-Cbl
P11133986A0350|81 84|PU.1
P11133986A0350|151 155|c-Jun
P11133986A0350|142 146|c-Fos
P11133986A0350|88 91|PU.1
P11134351A1405|56 60|MBP-1
P11139469A0402|102 115|protein kinase C
P11139473A0696|135 137|Hex
P11139473A0696|63 84|cAMP-responsive element
P11139473A0696|86 88|CRE
P11139567A1440|100 124|G protein beta gamma subunits
P11139605A0811|186 188|Sp1
P11145562A0468|82 103|simian virus-40 T antigen
P11145563A0202|93 98|SREBPs
P11145566A0000|42 46|HDL-R
P11145566A0000|161 165|HDL-R
P11145571A0788|122 124|GAS
P11145571A0788|29 33|STAT1
P11145590A0217|118 126|TGF-beta1
P11145590A0217|139 174|thyroid-specific transcription factors
P11145590A0217|46 54|TGF-beta1
P11145743A0170|100 104|TTF-1
P11145743A0170|183 201|deiodinase promoters
P11145887A1393|58 61|JunD
P11145887A1393|35 42|AP-1 site
P11145887A1393|81 85|c-Jun
P11145887A1393|161 163|Tax
P11145887A1393|95 99|c-Fos
P11145955A0189|166 195|mitogen-activated protein kinase
P11145955A0189|106 108|SRE
P11145955A0189|197 200|MAPK
P11145955A0189|221 222|E2
P11145955A0189|257 265|TGF-alpha
P11150315A0226|83 85|NGF
P11150315A0226|202 219|DNA binding proteins
P11150315A0844|0 2|NGF
P11150315A0844|34 36|ERK
P11150315A1126|0 2|NGF
P11150315A1126|65 69|Fra-2
P11152283A0223|27 29|NGF
P11152283A0223|104 121|NGF-regulated genes
P11152283A0223|104 106|NGF
P11152344A0416|79 80|C1
P11152344A0416|82 83|C2
P11152451A0529|73 75|GST
P11152451A1580|44 51|TGF-beta
P11152451A1580|218 225|TGF-beta
P11155096A0222|206 207|T4
P11155096A0222|106 112|TPO-Abs
P11156413T0000|75 100|polyomavirus middle T antigen
P11157763T0000|28 63|human aminoacyl-tRNA synthetase complex
P11157774A0789|11 22|dSLBP alleles
P11157784A0141|106 111|DGCR6L
P11158236A0000|18 20|NGF
P11158288T0000|102 105|CREB
P11158288T0000|82 85|CREB
P11158290A0728|73 84|IkappaBalpha
P11158295A0158|78 80|SH2
P11158310A0993|37 40|NF-Y
P11158326A1032|66 69|R47G
P11158337A0000|199 202|AP-1
P11158337A0000|240 243|SF-1
P11160096A1067|28 40|wild-type fliF
P11160280A1275|36 40|IRF-1
P11160280A1275|59 68|IRF element
P11160280A1275|7 15|IFN-gamma
P11160307A0394|254 262|FcgammaRI
P11160683A1220|135 138|CREB
P11160688A1726|91 94|ICP0
P11160738A1414|34 39|vIRF-2
P11160742A0696|8 8|R
P11160742A0696|4 4|Z
P11160860A0662|78 86|NF-kappaB
P11160860A0662|181 192|IkappaBalpha
P11160896A0713|56 60|MEF2A
P11160902A0962|90 109|PDGF-B proto-oncogene
P11160929T0000|19 33|DNA-binding site
P11161793A1033|122 125|EGFR
P11161816A0851|81 92|SH3GLB family
P11162576A0213|98 111|human PDE5A gene
P11162666A0442|11 17|insulin
P11162936A2727|92 97|ERbeta
P11167778T0000|8 19|antithrombin
P11168422A0248|117 119|Kp2
P11168446T0000|9 22|erythropoietin
P11168588T0000|48 52|Cdc42
P11168588T0000|54 56|Rac
P11168588T0000|77 97|c-Jun N-terminal kinase
P11170476A1546|133 135|MHC
P11171320A0894|227 231|v-Src
P11172944A0826|61 68|TNFalpha
P11179272T0000|57 69|IgG antibodies
P11179664T0000|99 102|AML1
P11179668A0869|53 62|PLTP family
P11179687A0280|50 77|protein-tyrosine phosphatases
P11179956A1818|142 158|N-terminal domains
P11179956A1818|64 79|C-terminal domain
P11181516A0119|224 225|A2
P11181516A0119|213 214|E2
P11181531A0464|162 174|interleukin-1
P11193045A1193|57 59|p63
P11193045A1193|49 51|p53
P11195338A0494|22 44|dominant mutant Lg3 allele
P11196191A1789|104 107|PI3K
P11196191A1789|99 102|MAPK
P11196191A1789|32 35|IL-6
P11196199T0000|47 50|p300
P11196199T0000|147 149|p53
P11198424T0000|69 88|phytosulfokine-alpha
P11200568A0830|78 80|IgM
P11200568A0830|84 96|IgG antibodies
P11203702A1307|189 194|Xlim-1
P11203702A1307|5 10|Xlim-1
P11207261A1421|182 186|SHP-1
P11207261A1421|279 281|BCR
P11207261A1421|87 98|Fc gamma RIIB1
P11207269A0745|61 72|p95 component
P11207282A0729|172 189|IgH gene transcripts
P11207282A0729|124 126|IgM
P11207288A0897|129 144|class Ia molecules
P11207308A0999|210 212|p38
P11207308A0999|73 75|OSM
P11207308A0999|87 91|STAT1
P11207308A0999|129 133|STAT1
P11207308A0999|138 158|c-Jun N-terminal kinase
P11208017A0070|45 50|SCOF-1
P11208814A0673|75 86|bHLH proteins
P11208814A0673|173 176|CKII
P11211936A1490|65 67|JNK
P11211936A1490|85 87|JNK
P11211936A1490|69 72|SAPK
P11211936A1490|89 92|SAPK
P11212249A0993|83 86|AP-1
P11212327A1564|192 199|caveolin
P11220306A0911|81 91|HexA- mutant
P11220486A0686|6 10|IL-12
P11221845A1713|245 256|SV40 T antigen
P11222387A1497|133 135|BCR
P11222720A1699|44 48|EBNA2
P11223186A1095|105 127|GATA like sequence and site
P11223186A1095|96 103|AP-1 site
P11223246A0359|118 133|C-terminal region
P11223257A0404|125 128|PP2A
P11224226A0000|116 137|benzodiazepine receptor
P11224226A0000|49 70|benzodiazepine receptor
P11226228A0899|27 40|yeast TyrRS gene
P11226752A0750|216 224|human DTX1
P11226752A0750|115 117|E47
P11230145A0732|51 53|RBP
P11230145A0732|46 49|CBF1
P11233643A0000|59 74|protoporphyrin IX
P11236056A0374|14 15|Lp
P11237491A0000|73 75|CEA
P11238105A0959|206 209|CD86
P11238375A0617|126 130|MAPKs
P11238375A0617|11 14|RhoA
P11238375A0617|115 117|p38
P11238402A0191|63 69|TIR gene
P11238405A0817|33 36|atf1
P11238405A0817|148 151|atf1
P11238405A0817|100 103|lacZ
P11238447A0524|170 174|nup62
P11238586A0000|182 184|MHC
P11238586A0000|67 69|MHC
P11238916A0838|187 190|Pyk2
P11238916A0838|34 41|paxillin
P11238916A0838|176 183|paxillin
P11238916A0838|81 84|Pyk2
P11241166A0677|155 158|STAT
P11241166A0677|92 105|leptin receptor
P11241166A0677|236 238|CIS
P11241215A0566|3 17|mutant receptors
P11241243A0693|120 122|p53
P11241356T0000|51 55|Smad3
P11241672T0000|128 133|STAT-6
P11243306A0961|164 173|anti-oxLDL
P11246887A0000|133 136|PLTP
P11247663A1447|38 49|DNAH9 alleles
P11250942A0626|161 163|VDR
P11250942A0626|64 66|VDR
P11250942A0626|20 22|VDR
P11250942A0626|86 89|AF-2
P11251083T0000|100 102|MEK
P11251083T0000|63 83|epidermal growth factor
P11251083T0000|104 106|ERK
P11254504A0766|122 125|MyoD
P11254504A0766|127 130|p300
P11254504A0766|77 79|Sp1
P11254713A1029|51 53|AP1
P11254713A1029|180 187|IL-2 gene
P11254713A1029|21 23|Tat
P11255252A0961|59 64|FXR HRE
P11255423A0211|91 93|CD4
P11256962A0233|227 238|GlyR beta mRNA
P11257870A0000|100 101|TF
P11258906A0743|106 109|RecA
P11259503A0212|73 82|luciferase
P11260468A1179|119 141|histone-like protein H-NS
P11263664A1085|19 22|SIP1
P11263664T0000|0 3|SIP1
P11263664T0000|41 77|delta-crystallin enhancer binding factor
P11264182A0000|37 39|Tax
P11266184A0000|96 97|MR
P11266558A1470|137 151|RNA polymerase II
P11274179A0610|25 29|Cdc42
P11274179A0610|21 23|Rac
P11274179A0610|53 57|Raf-1
P11274184A0000|81 84|HO-1
P11274184A1068|130 133|Nrf2
P11274357A0724|124 128|Cdc42
P11274357A0724|119 122|Rac1
P11274357A0724|266 272|GTPases
P11274357A0724|133 136|RhoA
P11274368A0469|76 93|histone deacetylase
P11274368A0818|79 83|c-Myc
P11274368A0818|66 68|p21
P11276426A0501|46 49|Smc3
P11278286A0456|31 32|MR
P11278286A0456|34 35|GR
P11278286A1083|64 65|GR
P11278286A1083|86 87|MR
P11278286A1083|90 91|GR
P11278286A1083|61 62|MR
P11278290A1220|168 170|Agc
P11278290A1220|81 83|Agc
P11278290A1220|38 45|TGF-beta
P11278390A0632|60 69|PKRDeltaE7
P11278440A0095|105 106|S1
P11278488T0000|3 7|v-Src
P11278521A0849|157 177|lacZ reporter construct
P11278583A0873|95 97|ERK
P11278583A0873|186 189|Grb2
P11278583A0873|298 300|Sos
P11278610A0902|70 72|TEL
P11278819A0565|164 167|MOK2
P11278848A1316|52 54|Sp1
P11278848A1316|126 128|Sp1
P11278848A1316|126 145|Sp1 consensus sequence
P11278855A0205|38 40|p65
P11278870A0123|193 215|transcription factor Cuf1
P11278928A1634|142 144|p30
P11279038A0194|0 10|WRN helicase
P11279086A1350|20 28|ADAM-TS12
P11279207A0904|50 52|TCR
P11280799A1025|166 170|PTHrP
P11280799A1025|149 152|IL-8
P11280799A1025|69 72|IL-8
P11281268A0000|33 35|AKs
P11281268A0000|114 116|AKs
P11282029A0075|86 89|NF-Y
P11282029A0075|72 81|CCAAT motif
P11282395A0530|158 162|Rad50
P11283014A0921|56 58|TCR
P11283014A0921|122 126|actin
P11283168A0738|70 76|Gus gene
P11285235A0466|85 95|GATA factors
P11287578A1311|152 153|E6
P11287578A1311|11 23|interleukin-8
P11287611A0802|6 14|PPARgamma
P11287611A0802|139 150|cyclin D1 gene
P11287623A0286|41 43|MEK
P11287623A0286|81 83|ERK
P11288208A0712|84 86|CD4
P11289149A0658|121 123|CBP
P11290415A0288|37 46|ICBP90 gene
P11292839A0531|172 174|TBP
P11292839A0531|190 192|TBP
P11292844A0081|0 2|HSF
P11295470A0954|71 91|B cell specific promoter
P11297545A0948|182 184|hGH
P11297545A0948|188 190|p38
P11297545A0948|104 106|hGH
P11297545A0948|191 194|MAPK
P11297545A0948|74 77|CHOP
P11302566A1318|48 63|dopamine receptor
P11302704T0000|44 67|mouse histone deacetylase 1
P11303027A0954|51 57|GTPases
P11303027A0954|63 71|ARF family
P11305129T0000|100 113|immune globulin
P11306463A0383|23 24|Rb
P11306463A0383|14 20|C domain
P11306463A0383|72 75|cdk4
P11306463A0383|77 78|D1
P11306511A1476|105 124|progesterone receptor
P11309373A0783|84 95|mCTR isoforms
P11309677A0000|144 147|GV-H
P11310937A0548|149 158|fibrinogen
P11310937A0548|162 170|TNF-alpha
P11310937A0548|106 109|IL-6
P11311153T0000|80 106|angiotensin converting enzyme
P11311563A0423|8 15|CCAAT box
P11312120A1311|0 8|NF-kappaB
P11312120A1311|112 114|Rac
P11312120A1311|106 108|Ras
P11313342A0224|140 142|PAP
P11313386A0704|72 84|B cell receptor
P11313386A0704|36 39|CD40
P11313398A0687|96 103|PKBalpha
P11313946A0449|82 87|p21 Ras
P11313946A0449|76 78|Ras
P11313946T0000|58 76|p21 Ras-mediated gene
P11313946T0000|58 63|p21 Ras
P11313946T0000|33 35|p21
P11313946T0000|33 38|p21 Ras
P11313946T0000|27 29|Ras
P11313946T0000|36 38|Ras
P11313961A1323|127 133|p53 gene
P11314030A1264|101 103|FAK
P11314030A1264|24 39|C-terminal region
P11314030A1264|42 44|Crk
P11314030A1264|186 204|C-terminal SH3 domain
P11314046A0000|0 6|Cyclins
P11316127A0485|11 15|HCM-I
P11319098A0164|127 128|L1
P11321187A0355|71 94|C. pneumoniae-specific IgG
P11323411A0505|44 46|SH2
P11323411A0505|44 53|SH2 domains
P11323411A0505|56 59|SHP2
P11323411A0505|172 174|Tyr
P11323716A0413|23 26|DDI1
P11324516A0159|47 56|D2 receptor
P11324516A0159|77 86|D2 receptor
P11324516A0159|74 75|D1
P11325944A0511|176 179|uhpT
P11325944A0511|100 102|GST
P11325944A0511|75 98|glutathione S-transferase
P11327698A0191|271 273|Sp1
P11327698A0191|14 16|PKC
P11327698A0191|392 394|Sp1
P11327698A0191|246 248|PKC
P11327698A0191|365 367|MEK
P11327698A0191|231 233|PKC
P11327698A0191|168 170|Sp1
P11327858A0087|76 78|p53
P11328853A0644|56 59|SF-1
P11331589A0113|3 12|MSL complex
P11331604A0267|103 114|srb10 mutants
P11333268A1521|176 178|Sos
P11333268A1521|234 255|nucleotide-binding site
P11333268A1521|171 173|Ras
P11333268A1521|86 88|Ras
P11333268A1521|50 52|Sos
P11335116A1099|229 236|ESP genes
P11335710A0320|44 46|Erk
P11340080A0096|61 64|Rad9
P11340085A0211|229 231|CR1
P11345435A0199|41 42|P3
P11350038A0459|93 98|hY RNAs
P11350812A0829|90 92|ERK
P11350812A0829|36 38|MEK
P11350982A0560|82 85|GCN2
P11350982A0560|53 56|GCN2
P11352663A0138|109 117|NF-kappaB
P11353770A0085|65 77|N-glycosylase
P11355576A1125|30 32|CDK
P11355576A1125|202 224|E2F transcription factors
P11355576A1125|112 114|pRb
P11355576A1125|3 9|cyclins
P11355576A1125|202 204|E2F
P11355576A1125|108 110|pRb
P11356716A0372|54 66|GHS-R variants
P11356853A0429|42 63|luciferase reporter gene
P11356853A0873|29 54|basic-leucine zipper factors
P11358958A0878|41 43|E1A
P11358958A0878|105 107|E1A
P11358962A0344|8 12|Foxp2
P11358962A0344|82 86|Foxp2
P11359568T0000|137 140|parS
P11359827T0000|90 94|SPE-J
P11359907A0099|57 87|vascular endothelial growth factor
P11359907A0099|89 92|VEGF
P11360190A0178|24 26|Tax
P11360190A0178|74 75|G2
P11367523A1684|33 35|C4B
P11368363A0129|86 88|MPO
P11368363A0129|227 256|non-histone chromosomal proteins
P11368363A1103|162 171|rat protein
P11368787A0180|66 83|human annexin A5 gene
P11368901A0327|68 72|RTE-1
P11368911T0000|25 29|smg-4
P11369700A0616|110 113|PU.1
P11369700A0616|158 179|luciferase reporter gene
P11369700A0616|191 205|GL alpha promoter
P11371115A0962|50 59|HBs antigen
P11371343A0125|83 89|securin
P11373277A0812|188 190|E1A
P11373277A0812|48 50|E1A
P11375392T0000|92 94|Sp3
P11375392T0000|140 167|AU-rich element-regulated gene
P11375392T0000|85 87|Sp1
P11375392T0000|79 83|Oct-1
P11376007A0584|177 180|PP2A
P11376007A0584|46 58|protein kinase
P11376119A0346|109 115|GHR gene
P11376134A1506|58 88|transcription factor binding sites
P11376165T0000|6 19|Cre recombinase
P11376279A0000|57 58|MR
P11376946A0000|31 35|SHP-1
P11376946A0000|224 225|P1
P11381094A0797|40 59|synaptotagmins I and II
P11384225A0634|100 144|EAV-specific transcription-regulating sequences
P11384229A1669|87 104|beta-galactosidase
P11387208T0000|9 21|protein kinase
P11387208T0000|67 84|SCF ubiquitin ligase
P11387950X0001|388 390|TNF
P11387950X0001|245 247|ANP
P11387950X0001|304 306|ANP
P11387950X0001|195 197|TNF
P11389085A0290|83 85|p65
P11389085A1032|24 32|NF-kappaB
P11390395A1018|79 83|STAT3
P11390650A0562|125 133|P-1 domain
P11390684A1170|47 50|jadM
P11391303A0807|9 9|R
P11391303A0807|11 13|LHR
P11391531A1157|66 74|TNF-alpha
P11395469A1373|105 108|sid2
P11403719A1257|76 82|insulin
P11403719A1257|50 54|egr-1
P11404016A1922|17 25|TE domains
P11408099A0518|72 73|Se
P11408591A0000|89 93|v-src
P11408591A0000|89 100|v-src mutants
P11408604A1440|101 112|PDGF receptor
P11408604A1440|54 62|ERK kinase
P11408604A1440|183 204|receptor tyrosine kinase
P11409425A0000|100 125|tissue plasminogen activator
P11410664A0963|197 201|ref-1
P11410679A0000|38 51|Cre recombinase
P11410679A0000|233 240|LOX sites
P11413148A0573|33 35|SH2
P11413760A0000|85 96|ACh receptors
P11416012A1982|20 22|PKA
P11416012A1982|87 97|LDL receptor
P11416012A2511|35 41|insulin
P11416012A2511|277 312|mitogen-activated protein kinase kinase
P11416012T0000|74 80|insulin
P11416012T0000|209 238|mitogen-activated protein kinase
P11416144A1324|106 115|p53 protein
P11418662A0917|101 109|NF-kappaB
P11418662A0917|96 98|p65
P11418662A0917|40 42|p50
P11419938T0000|130 153|diphtheria toxin repressor
P11422200A0000|36 40|G-CSF
P11423991A1393|137 139|p53
P11423991A1393|93 95|p53
P11425877A1026|220 226|F-actin
P11427329A1077|16 20|FPS-R
P11427329A1077|20 20|R
P11428897A0318|35 38|CopG
P11428897A0318|220 223|CopG
P11429702A0917|196 205|aFGF ligand
P11431348A0000|135 138|MAPK
P11431348A0000|87 116|mitogen-activated protein kinase
P11431348A0000|130 132|MEK
P11432776A0421|46 50|Graf2
P11433014A0683|124 140|endogenous protein
P11435428A0000|30 35|AceCS1
P11435517A0396|28 29|CP
P11435560A1322|89 95|HFV mRNA
P11435578A0760|45 47|CRE
P11435578A2231|91 94|CREB
P11435578A2231|96 106|ATF proteins
P11435605A0587|181 183|Ad9
P11435688A0262|56 65|N-terminus
P11437660A1219|33 42|C-terminus
P11438651A1365|32 34|HML
P11438654A1237|83 87|c-Akt
P11438654A1237|70 73|PI3K
P11438666A0555|54 56|HFD
P11438838A0788|73 74|U6
P11439343A0785|67 69|AF9
P11445008A0816|52 55|FGFR
P11459794A1172|110 124|GnRH-II promoter
P11459962A0785|37 41|Rad52
P11463359A0167|93 106|luciferase gene
P11463834A0606|59 61|CBP
P11463834A0606|124 126|Tax
P11469701A0377|105 111|insulin
P11469701A0377|76 82|insulin
P11469701A0377|18 24|insulin
P11469853A0702|60 61|C1
P11469853A1053|100 107|C1 domain
P11469970A0873|19 21|SOD
P11470914A0305|13 16|Rac1
P11470914A0305|24 28|STAT3
P11470914A0305|68 72|STAT3
P11471077A0382|71 74|TRA2
P11472523A0535|83 86|AFB1
P11472696A0387|32 41|fibrinogen
P11473261A0587|36 66|guanine nucleotide exchange factor
P11478627A0573|63 64|Y1
P11495920A0504|52 61|CYP3A4 gene
P11498795A0716|81 89|RB protein
P11500571A0976|60 75|gPAL1 transcripts
P11502738A1457|105 120|cyclin D1 promoter
P11502758A0869|66 69|FGFR
P11504545A0393|133 139|BKV-MLP
P11504709A0981|170 204|extracellular signal-regulated kinase
P11504709A0981|165 168|MAPK
P11504709A0981|67 69|TPO
P11505407A0461|98 121|tumor necrosis factor alpha
P11505407A0461|123 130|TNFalpha
P11509615T0000|89 100|IL-2 receptor
P11513579A0372|48 51|Rac1
P11513579A0372|75 81|Rho-GDI
P11517190A0352|170 188|E-responsive element
P11521191A0000|86 89|p130
P11521191A0000|162 182|retinoblastoma protein
P11522626A1374|116 132|estrogen receptors
P11522658A0870|40 43|MAPK
P11522658A0870|35 37|p27
P11522658A0870|66 68|p27
P11524015A0937|65 79|CAT reporter gene
P11524815A0753|80 81|T1
P11525640A0560|187 200|GADD45 promoter
P11525640A0560|133 135|ERK
P11525640A0560|19 27|ERK kinase
P11528127A1402|117 118|L1
P11528127A1402|120 121|L2
P11528500A0571|15 21|NRL gene
P11529914T0000|42 45|CD40
P11529914T0000|0 8|NF-kappaB
P11530684A0667|93 95|NK1
P11532856A1175|204 206|JNK
P11532856A1175|211 213|p38
P11532856A1175|220 224|HIF-1
P11532856A1175|75 77|HGF
P11532856A1175|214 217|MAPK
P11532856A1175|137 140|MAPK
P11533238A1137|97 111|HLA-DRA promoter
P11535532A0189|51 54|IL-2
P11535832A0586|60 64|HDAC9
P11538437A0568|92 93|N2
P11538437A0568|150 151|N2
P11538437A0568|192 193|N2
P11538437A0568|61 62|N2
P11543662A0562|88 95|L protein
P11545594A1556|75 83|Myb domain
P11550795A2583|132 143|interleukin 2
P11553704A0674|53 56|EGFR
P11553704A0674|102 105|MAPK
P11554469A1386|44 52|CesA genes
P11554727A0890|108 112|PTHSR
P11556809A2085|161 170|P450 enzyme
P11557127A0991|13 16|NF-Y
P11557127A0991|20 34|Sp1 binding sites
P11557127A0991|97 109|human MRP2 gene
P11557127A0991|20 22|Sp1
P11559366T0000|0 3|E2F1
P11559366T0000|43 80|plasminogen activator inhibitor type 1 gene
P11559547T0000|89 110|orphan nuclear receptors
P11559564A0459|125 127|SF2
P11559789A0314|156 158|SF2
P11559821A1315|75 78|p300
P11559821A1315|71 73|Tax
P11559821A1315|80 82|CBP
P11559821A1315|66 69|CREB
P11560992A0000|199 202|JNKs
P11560992A0000|25 54|mitogen-activated protein kinase
P11560992A0000|68 70|MKK
P11560992A0651|0 3|SAPK
P11560992A0651|152 155|MKK4
P11560992A0651|5 7|JNK
P11560992A0651|81 84|MKK4
P11560992A1184|63 65|JNK
P11560992A1184|58 61|SAPK
P11560992A1184|113 124|growth factor
P11564871A1184|128 130|TBP
P11564893A1068|116 116|R
P11566874T0000|20 36|cytoplasmic dynein
